id,dim1,dim2,label,p_x,p_x_0,p_x_1,p_x_2,p_x_3,p_x_4,p_x_5,p_x_6,p_x_7,p_x_8,p_x_9
1.000000000000000000e+01,9.244327545166015625e+00,1.014377021789550781e+01,0.000000000000000000e+00,1.019294932484626770e-02,9.956299066543579102e-01,4.993405309505760670e-04,2.314758719876408577e-03,1.088636345230042934e-04,7.249746704474091530e-05,1.013020228128880262e-04,1.879506271507125348e-05,3.735712380148470402e-05,1.166458008810877800e-03,5.078889807919040322e-05
1.100000000000000000e+01,-5.896325588226318359e+00,-1.188410282135009766e+01,6.000000000000000000e+00,1.023801043629646301e-02,1.871003223641309887e-05,1.715836260700598359e-04,4.165737118455581367e-05,6.787729944335296750e-05,2.171000000089406967e-03,1.143642584793269634e-04,9.956586956977844238e-01,1.099425135180354118e-03,5.398995926952920854e-05,6.026868941262364388e-04
1.200000000000000000e+01,-8.363780021667480469e+00,-1.059331178665161133e+00,9.000000000000000000e+00,1.045810431241989136e-02,4.906662070425227284e-05,4.581103275995701551e-04,6.725893035763874650e-05,1.726966816931962967e-03,3.956155385822057724e-03,6.092842886573635042e-05,5.981847061775624752e-04,1.426949893357232213e-04,4.018661566078662872e-04,9.925388097763061523e-01
1.300000000000000000e+01,9.236359596252441406e+00,1.015091800689697266e+01,0.000000000000000000e+00,1.018129661679267883e-02,9.956319332122802734e-01,4.995586932636797428e-04,2.308000111952424049e-03,1.091564190573990345e-04,7.257167453644797206e-05,1.012422872008755803e-04,1.881266143755055964e-05,3.736738653969950974e-05,1.170522184111177921e-03,5.087469617137685418e-05
1.400000000000000000e+01,3.330811023712158203e+00,1.577235162258148193e-01,1.000000000000000000e+00,1.052017696201801300e-02,5.128271877765655518e-04,9.901433587074279785e-01,2.581547014415264130e-03,3.049481019843369722e-04,2.426401013508439064e-03,8.190997759811580181e-04,1.760121813276782632e-04,4.740463336929678917e-04,2.074399730190634727e-03,4.872979770880192518e-04
1.500000000000000000e+01,1.042619895935058594e+01,-7.192251682281494141e+00,5.000000000000000000e+00,1.035612542182207108e-02,1.037372494465671480e-04,8.017171639949083328e-04,1.025897683575749397e-03,3.230148286093026400e-05,2.883196866605430841e-04,9.955034255981445312e-01,1.130076634581200778e-04,1.979359192773699760e-03,8.973692456493154168e-05,6.236875196918845177e-05
1.600000000000000000e+01,-8.387128829956054688e+00,-1.033246994018554688e+00,9.000000000000000000e+00,1.039862167090177536e-02,4.929122951580211520e-05,4.575991770252585411e-04,6.738924275850877166e-05,1.755949226208031178e-03,3.905210178345441818e-03,6.090249007684178650e-05,5.950617487542331219e-04,1.422755885869264603e-04,4.043907974846661091e-04,9.925619363784790039e-01
1.700000000000000000e+01,3.604794502258300781e+00,-1.161495113372802734e+01,7.000000000000000000e+00,1.049687154591083527e-02,3.660100264823995531e-05,4.529209982138127089e-04,1.504259562352672219e-04,3.905315679730847478e-05,1.122570247389376163e-03,2.039254875853657722e-03,1.101345056667923927e-03,9.948506355285644531e-01,6.360382394632324576e-05,1.435478043276816607e-04
1.800000000000000000e+01,-4.745954036712646484e+00,4.605990409851074219e+00,3.000000000000000000e+00,4.275162646081298590e-04,4.404688253998756409e-03,2.894546650350093842e-02,3.922793082892894745e-03,6.614667773246765137e-01,2.641445770859718323e-02,1.657026703469455242e-03,3.047735430300235748e-03,2.054462209343910217e-03,1.658869534730911255e-01,1.021996140480041504e-01
1.900000000000000000e+01,-2.652745723724365234e+00,-4.643727302551269531e+00,4.000000000000000000e+00,1.067954394966363907e-02,7.071864092722535133e-05,2.326350426301360130e-03,1.773718977347016335e-04,3.137721214443445206e-04,9.889065027236938477e-01,2.876544313039630651e-04,2.248947974294424057e-03,1.145604765042662621e-03,3.544571227394044399e-04,4.168537445366382599e-03
2.000000000000000000e+01,-8.353081703186035156e+00,-1.085901498794555664e+00,9.000000000000000000e+00,1.047690398991107941e-02,4.893083314527757466e-05,4.584802372846752405e-04,6.721696991007775068e-05,1.703879097476601601e-03,4.000279121100902557e-03,6.104667409090325236e-05,6.031562224961817265e-04,1.433491415809839964e-04,3.997107851319015026e-04,9.925139546394348145e-01
2.100000000000000000e+01,-5.903096199035644531e+00,-1.186869049072265625e+01,6.000000000000000000e+00,1.025461126118898392e-02,1.870452615548856556e-05,1.716675178613513708e-04,4.162808181717991829e-05,6.799070979468524456e-05,2.179276198148727417e-03,1.141191169153898954e-04,9.956525564193725586e-01,1.094879116863012314e-03,5.403545583249069750e-05,6.052231765352189541e-04
2.200000000000000000e+01,-5.884114265441894531e+00,-1.180590438842773438e+01,6.000000000000000000e+00,1.036404538899660110e-02,1.868150502559728920e-05,1.725920155877247453e-04,4.160865864832885563e-05,6.812332867411896586e-05,2.225048607215285301e-03,1.138612205977551639e-04,9.956020116806030273e-01,1.092698192223906517e-03,5.415444684331305325e-05,6.111293914727866650e-04
2.300000000000000000e+01,1.044815731048583984e+01,-7.227402210235595703e+00,5.000000000000000000e+00,1.031103357672691345e-02,1.033160151564516127e-04,7.929215789772570133e-04,1.016005175188183784e-03,3.222547820769250393e-05,2.871709293685853481e-04,9.955155849456787109e-01,1.131905955844558775e-04,1.988081494346261024e-03,8.930650074034929276e-05,6.223931995918974280e-05
2.400000000000000000e+01,-2.675002098083496094e+00,-4.641483783721923828e+00,4.000000000000000000e+00,1.067498978227376938e-02,7.056580216158181429e-05,2.309055300429463387e-03,1.765811175573617220e-04,3.149205294903367758e-04,9.888753890991210938e-01,2.858748775906860828e-04,2.257530344650149345e-03,1.138193067163228989e-03,3.542670747265219688e-04,4.217641893774271011e-03
2.500000000000000000e+01,9.245675086975097656e+00,1.013455486297607422e+01,0.000000000000000000e+00,1.021402049809694290e-02,9.956261515617370605e-01,4.995302879251539707e-04,2.320497529581189156e-03,1.086442207451909781e-04,7.244377775350585580e-05,1.013070213957689703e-04,1.877553222584538162e-05,3.733685662155039608e-05,1.164675108157098293e-03,5.072144631412811577e-05
2.600000000000000000e+01,3.614040613174438477e+00,-1.159950637817382812e+01,7.000000000000000000e+00,1.051125768572092056e-02,3.666372140287421644e-05,4.545951669570058584e-04,1.509022986283525825e-04,3.906005076714791358e-05,1.123497961089015007e-03,2.052302472293376923e-03,1.095557468943297863e-03,9.948402643203735352e-01,6.369406037265434861e-05,1.434724399587139487e-04
2.700000000000000000e+01,-2.647090435028076172e+00,-4.649638175964355469e+00,4.000000000000000000e+00,1.067856792360544205e-02,7.070969149935990572e-05,2.327369526028633118e-03,1.774903503246605396e-04,3.130741533823311329e-04,9.889167547225952148e-01,2.882556873373687267e-04,2.252608537673950195e-03,1.149622141383588314e-03,3.539989411365240812e-04,4.150200169533491135e-03
2.800000000000000000e+01,9.249302864074707031e+00,1.012948894500732422e+01,0.000000000000000000e+00,1.022255420684814453e-02,9.956238865852355957e-01,4.995359922759234905e-04,2.324892673641443253e-03,1.084848045138642192e-04,7.240859849844127893e-05,1.013441869872622192e-04,1.876583337434567511e-05,3.733207267941907048e-05,1.162707689218223095e-03,5.067602251074276865e-05
2.900000000000000000e+01,3.293941497802734375e+00,1.358648985624313354e-01,1.000000000000000000e+00,1.049837376922369003e-02,5.073127103969454765e-04,9.901271462440490723e-01,2.533181104809045792e-03,3.073252737522125244e-04,2.483337884768843651e-03,8.178191492334008217e-04,1.782364997779950500e-04,4.783949116244912148e-04,2.072501694783568382e-03,4.947752458974719048e-04
3.000000000000000000e+01,-7.779248237609863281e+00,7.367822170257568359e+00,3.000000000000000000e+00,1.037780847400426865e-02,1.044531381921842694e-04,2.904517168644815683e-04,7.138620276236906648e-05,9.953870773315429688e-01,3.117155574727803469e-04,3.158354593324474990e-05,6.673202733509242535e-05,3.912819011020474136e-05,2.001507207751274109e-03,1.695949700661003590e-03
3.100000000000000000e+01,3.242834329605102539e+00,9.936761111021041870e-02,1.000000000000000000e+00,1.042106840759515762e-02,5.011462490074336529e-04,9.900565743446350098e-01,2.476868219673633575e-03,3.117216692771762609e-04,2.581559121608734131e-03,8.210570085793733597e-04,1.824320788728073239e-04,4.876745515502989292e-04,2.073160838335752487e-03,5.077527603134512901e-04
3.200000000000000000e+01,-7.772566318511962891e+00,7.394545555114746094e+00,3.000000000000000000e+00,1.035862136632204056e-02,1.049034981406293809e-04,2.902191481553018093e-04,7.151046156650409102e-05,9.953955411911010742e-01,3.102370246779173613e-04,3.157924948027357459e-05,6.649950955761596560e-05,3.906323763658292592e-05,2.012013224884867668e-03,1.678375760093331337e-03
3.300000000000000000e+01,-2.830336570739746094e+00,-5.315330982208251953e+00,4.000000000000000000e+00,7.912048138678073883e-03,8.365471148863434792e-05,2.390428911894559860e-03,2.111845096806064248e-04,3.586673119571059942e-04,9.851713776588439941e-01,3.812177747022360563e-04,4.310238175094127655e-03,1.801317906938493252e-03,3.869877255056053400e-04,4.904788918793201447e-03
3.400000000000000000e+01,3.579723834991455078e+00,-1.161627006530761719e+01,7.000000000000000000e+00,1.050286274403333664e-02,3.653080057119950652e-05,4.525453841779381037e-04,1.498755445936694741e-04,3.911323801730759442e-05,1.129236770793795586e-03,2.017148537561297417e-03,1.112166792154312134e-03,9.948557019233703613e-01,6.360607221722602844e-05,1.441051572328433394e-04
3.500000000000000000e+01,1.059400844573974609e+01,2.396984338760375977e+00,2.000000000000000000e+00,1.056749187409877777e-02,2.344681182876229286e-03,2.472320571541786194e-03,9.931767582893371582e-01,7.129775622161105275e-05,1.773913245415315032e-04,9.998796740546822548e-04,4.092704693903215230e-05,1.515389303676784039e-04,4.976676427759230137e-04,6.769720494048669934e-05
3.600000000000000000e+01,3.572953939437866211e+00,-1.161217689514160156e+01,7.000000000000000000e+00,1.050904020667076111e-02,3.652404120657593012e-05,4.529146826826035976e-04,1.498127967352047563e-04,3.913958425982855260e-05,1.132105709984898567e-03,2.012690063565969467e-03,1.114600454457104206e-03,9.948543310165405273e-01,6.363601278280839324e-05,1.443004875909537077e-04
3.700000000000000000e+01,3.282134532928466797e+00,1.310182809829711914e-01,1.000000000000000000e+00,1.048738881945610046e-02,5.060742842033505440e-04,9.901168346405029297e-01,2.519723027944564819e-03,3.083162882830947638e-04,2.501177834346890450e-03,8.172238594852387905e-04,1.789430825738236308e-04,4.796298453584313393e-04,2.074622083455324173e-03,4.973503528162837029e-04
3.800000000000000000e+01,1.056485843658447266e+01,2.413176774978637695e+00,2.000000000000000000e+00,1.059955637902021408e-02,2.362296916544437408e-03,2.493543317541480064e-03,9.931426048278808594e-01,7.156759966164827347e-05,1.777010911609977484e-04,9.907369967550039291e-04,4.088921559741720557e-05,1.510287256678566337e-04,5.018177325837314129e-04,6.785390723962336779e-05
3.900000000000000000e+01,3.335247993469238281e+00,1.707565188407897949e-01,1.000000000000000000e+00,1.052226405590772629e-02,5.150967044755816460e-04,9.901412725448608398e-01,2.591664902865886688e-03,3.051981620956212282e-04,2.411979716271162033e-03,8.169179200194776058e-04,1.753740070853382349e-04,4.719026328530162573e-04,2.084302948787808418e-03,4.862514615524560213e-04
4.000000000000000000e+01,3.307381868362426758e+00,1.555840820074081421e-01,1.000000000000000000e+00,1.051308028399944305e-02,5.107444012537598610e-04,9.901362061500549316e-01,2.553578931838274002e-03,3.068532969336956739e-04,2.451817505061626434e-03,8.150979410856962204e-04,1.768717775121331215e-04,4.746265767607837915e-04,2.082711551338434219e-03,4.915135796181857586e-04
4.100000000000000000e+01,3.564072132110595703e+00,-1.160267162322998047e+01,7.000000000000000000e+00,1.052092295140028000e-02,3.652813029475510120e-05,4.538596840575337410e-04,1.498165947850793600e-04,3.918537549907341599e-05,1.136928913183510303e-03,2.008289797231554985e-03,1.117373583838343620e-03,9.948496818542480469e-01,6.370554910972714424e-05,1.446052046958357096e-04
4.200000000000000000e+01,-2.660445928573608398e+00,-4.599495410919189453e+00,4.000000000000000000e+00,1.067151874303817749e-02,7.121387170627713203e-05,2.353162271901965141e-03,1.781669852789491415e-04,3.182213113177567720e-04,9.888510107994079590e-01,2.864824782591313124e-04,2.209767699241638184e-03,1.128493458963930607e-03,3.593392611946910620e-04,4.244099371135234833e-03
4.300000000000000000e+01,1.058218669891357422e+01,2.334670305252075195e+00,2.000000000000000000e+00,1.052499003708362579e-02,2.286538481712341309e-03,2.519131172448396683e-03,9.931522011756896973e-01,7.151265890570357442e-05,1.799756428226828575e-04,1.029662438668310642e-03,4.146918217884376645e-05,1.545240811537951231e-04,4.967467975802719593e-04,6.829327321611344814e-05
4.400000000000000000e+01,-7.784852027893066406e+00,7.370437622070312500e+00,3.000000000000000000e+00,1.036302652209997177e-02,1.044780365191400051e-04,2.903376298490911722e-04,7.139694207580760121e-05,9.953888058662414551e-01,3.117274609394371510e-04,3.159607877023518085e-05,6.678325735265389085e-05,3.914775879820808768e-05,1.999099506065249443e-03,1.696571474894881248e-03
4.500000000000000000e+01,1.044789314270019531e+01,-7.214841842651367188e+00,5.000000000000000000e+00,1.031341683119535446e-02,1.035904933814890683e-04,7.955189212225377560e-04,1.020903931930661201e-03,3.226267654099501669e-05,2.873324847314506769e-04,9.955139756202697754e-01,1.130815871874801815e-04,1.981606706976890564e-03,8.949346374720335007e-05,6.227761332411319017e-05
4.600000000000000000e+01,3.214908599853515625e+00,1.298694759607315063e-01,1.000000000000000000e+00,1.040361355990171432e-02,5.039795069023966789e-04,9.900275468826293945e-01,2.459668787196278572e-03,3.160510095767676830e-04,2.589205745607614517e-03,8.095456287264823914e-04,1.823804050218313932e-04,4.833778075408190489e-04,2.115451497957110405e-03,5.128874909132719040e-04
4.700000000000000000e+01,1.061304759979248047e+01,2.390758275985717773e+00,2.000000000000000000e+00,1.054082531481981277e-02,2.339438768103718758e-03,2.458337461575865746e-03,9.931932091712951660e-01,7.117830682545900345e-05,1.771907118381932378e-04,1.004670280963182449e-03,4.095268377568572760e-05,1.518054777989163995e-04,4.955804324708878994e-04,6.762115663150325418e-05
4.800000000000000000e+01,-2.669276237487792969e+00,-4.607510566711425781e+00,4.000000000000000000e+00,1.067278627306222916e-02,7.102826930349692702e-05,2.339042024686932564e-03,1.776024582795798779e-04,3.177958424203097820e-04,9.888496398925781250e-01,2.858459192793816328e-04,2.221290022134780884e-03,1.128377160057425499e-03,3.581824421416968107e-04,4.251142498105764389e-03
4.900000000000000000e+01,-2.698306560516357422e+00,-4.662863254547119141e+00,4.000000000000000000e+00,1.065692491829395294e-02,7.022094359854236245e-05,2.277265302836894989e-03,1.754582917783409357e-04,3.144152287859469652e-04,9.888482689857482910e-01,2.847692521754652262e-04,2.293762750923633575e-03,1.140170963481068611e-03,3.519568417686969042e-04,4.243745468556880951e-03
5.000000000000000000e+01,-5.901473522186279297e+00,-1.188696479797363281e+01,6.000000000000000000e+00,1.022434700280427933e-02,1.872020220616832376e-05,1.715718535706400871e-04,4.166920552961528301e-05,6.793453940190374851e-05,2.168982056900858879e-03,1.143627669080160558e-04,9.956610798835754395e-01,1.098534325137734413e-03,5.401692396844737232e-05,6.031253142282366753e-04
5.100000000000000000e+01,-7.726597309112548828e+00,7.394017219543457031e+00,3.000000000000000000e+00,1.043790858238935471e-02,1.052044972311705351e-04,2.913551288656890392e-04,7.163213740568608046e-05,9.953808188438415527e-01,3.095927240792661905e-04,3.153364741592667997e-05,6.606562965316697955e-05,3.893512257491238415e-05,2.040812280029058456e-03,1.664148992858827114e-03
5.200000000000000000e+01,1.044369316101074219e+01,-7.236970424652099609e+00,5.000000000000000000e+00,1.031796634197235107e-02,1.030283092404715717e-04,7.912450819276273251e-04,1.011422136798501015e-03,3.218993515474721789e-05,2.871907781809568405e-04,9.955152273178100586e-01,1.132971738115884364e-04,1.995059195905923843e-03,8.914093632483854890e-05,6.221301009645685554e-05
5.300000000000000000e+01,1.044019603729248047e+01,-7.226584911346435547e+00,5.000000000000000000e+00,1.032838318496942520e-02,1.031756619340740144e-04,7.934226305224001408e-04,1.014607842080295086e-03,3.220845974283292890e-05,2.873624907806515694e-04,9.955139160156250000e-01,1.131984754465520382e-04,1.990670803934335709e-03,8.925890142563730478e-05,6.223297532415017486e-05
5.400000000000000000e+01,-5.901022434234619141e+00,-1.187204074859619141e+01,6.000000000000000000e+00,1.025230530649423599e-02,1.870430605777073652e-05,1.716438127914443612e-04,4.163260382483713329e-05,6.795663648517802358e-05,2.177456393837928772e-03,1.141733955591917038e-04,9.956538081169128418e-01,1.095996005460619926e-03,5.402059105108492076e-05,6.045667687430977821e-04
5.500000000000000000e+01,9.236725807189941406e+00,1.013918972015380859e+01,0.000000000000000000e+00,1.021019555628299713e-02,9.956273436546325684e-01,4.998141666874289513e-04,2.314547542482614517e-03,1.088877033907920122e-04,7.250127237057313323e-05,1.012257926049642265e-04,1.878607326943892986e-05,3.733615085366182029e-05,1.168636954389512539e-03,5.078934555058367550e-05
5.600000000000000000e+01,-2.652746200561523438e+00,-4.655200481414794922e+00,4.000000000000000000e+00,1.067694835364818573e-02,7.060293137328699231e-05,2.318650716915726662e-03,1.771607639966532588e-04,3.128402167931199074e-04,9.889135956764221191e-01,2.879155508708208799e-04,2.261125016957521439e-03,1.149952178820967674e-03,3.533063572831451893e-04,4.154898691922426224e-03
5.700000000000000000e+01,3.303291559219360352e+00,1.412813067436218262e-01,1.000000000000000000e+00,1.050621923059225082e-02,5.085728480480611324e-04,9.901337623596191406e-01,2.544725080952048302e-03,3.066472709178924561e-04,2.468301914632320404e-03,8.179967408068478107e-04,1.776349090505391359e-04,4.772046231664717197e-04,2.072428818792104721e-03,4.927602130919694901e-04
5.800000000000000000e+01,-8.367505073547363281e+00,-1.058908462524414062e+00,9.000000000000000000e+00,1.045000646263360977e-02,4.907708716928027570e-05,4.579075321089476347e-04,6.726117135258391500e-05,1.728377421386539936e-03,3.951781895011663437e-03,6.093042975408025086e-05,5.983748706057667732e-04,1.426960225217044353e-04,4.018740437459200621e-04,9.925417304039001465e-01
5.900000000000000000e+01,1.037204933166503906e+01,-7.333570480346679688e+00,5.000000000000000000e+00,1.034055091440677643e-02,1.006763486657291651e-04,7.833166746422648430e-04,9.707608842290937901e-04,3.209204442100599408e-05,2.909092581830918789e-04,9.954566955566406250e-01,1.156019934569485486e-04,2.099257661029696465e-03,8.817654452286660671e-05,6.254739855648949742e-05
6.000000000000000000e+01,3.628023386001586914e+00,-1.160044860839843750e+01,7.000000000000000000e+00,1.050028484314680099e-02,3.671894592116586864e-05,4.548772703856229782e-04,1.512633025413379073e-04,3.904461846104823053e-05,1.120016793720424175e-03,2.065446460619568825e-03,1.090419595129787922e-03,9.948353171348571777e-01,6.371725612552836537e-05,1.432263525202870369e-04
6.100000000000000000e+01,2.298773527145385742e-01,7.635794639587402344e+00,8.000000000000000000e+00,1.043589506298303604e-02,1.171701820567250252e-03,1.965791219845414162e-03,5.037994123995304108e-04,2.211806364357471466e-03,3.558126918505877256e-04,8.755211456445977092e-05,5.347700425772927701e-05,6.395245145540684462e-05,9.931716918945312500e-01,4.143269034102559090e-04
6.200000000000000000e+01,-1.119542026519775391e+01,-1.945294737815856934e+00,9.000000000000000000e+00,6.338261300697922707e-04,4.824501520488411188e-04,3.162679728120565414e-03,6.292367470450699329e-04,1.498231757432222366e-02,2.210157178342342377e-02,6.268894649110734463e-04,9.188899770379066467e-03,1.563689787872135639e-03,3.019818104803562164e-03,9.442424178123474121e-01
6.300000000000000000e+01,-7.665689468383789062e+00,7.394412517547607422e+00,3.000000000000000000e+00,1.049801148474216461e-02,1.060746653820388019e-04,2.941029670182615519e-04,7.210531475720927119e-05,9.953408241271972656e-01,3.099801251664757729e-04,3.160731284879148006e-05,6.576436862815171480e-05,3.892836684826761484e-05,2.089081797748804092e-03,1.651573460549116135e-03
6.400000000000000000e+01,3.572961807250976562e+00,-1.160912418365478516e+01,7.000000000000000000e+00,1.051303092390298843e-02,3.652943632914684713e-05,4.532018210738897324e-04,1.498594792792573571e-04,3.914330227416940033e-05,1.132740289904177189e-03,2.013536170125007629e-03,1.114153768867254257e-03,9.948527812957763672e-01,6.365096487570554018e-05,1.443189394194632769e-04
6.500000000000000000e+01,-3.776431560516357422e+00,-3.778229236602783203e+00,4.000000000000000000e+00,3.994906786829233170e-03,1.855661103036254644e-04,5.003271624445915222e-03,4.024135414510965347e-04,1.233077957294881344e-03,9.579759240150451660e-01,5.333596491254866123e-04,4.835222382098436356e-03,1.775236218236386776e-03,1.114341430366039276e-03,2.694165520370006561e-02
6.600000000000000000e+01,-5.905302047729492188e+00,-1.183630371093750000e+01,6.000000000000000000e+00,1.029862929135560989e-02,1.869571315182838589e-05,1.720197760732844472e-04,4.159873060416430235e-05,6.815516826463863254e-05,2.200083108618855476e-03,1.138133084168657660e-04,9.956323504447937012e-01,1.089729485101997852e-03,5.412240352598018944e-05,6.095254793763160706e-04
6.700000000000000000e+01,-2.674914836883544922e+00,-4.629845619201660156e+00,4.000000000000000000e+00,1.067542377859354019e-02,7.069831190165132284e-05,2.317346399649977684e-03,1.768336078384891152e-04,3.159361076541244984e-04,9.888657331466674805e-01,2.856777573470026255e-04,2.245610347017645836e-03,1.134102465584874153e-03,3.555131843313574791e-04,4.232435487210750580e-03
6.800000000000000000e+01,-7.751132011413574219e+00,7.396954059600830078e+00,3.000000000000000000e+00,1.039523165673017502e-02,1.050558785209432244e-04,2.906304725911468267e-04,7.155851199058815837e-05,9.953909516334533691e-01,3.097184817306697369e-04,3.154978548991493881e-05,6.626274262089282274e-05,3.898853901773691177e-05,2.025458030402660370e-03,1.669789780862629414e-03
6.900000000000000000e+01,9.245753288269042969e+00,1.014629173278808594e+01,0.000000000000000000e+00,1.018546801060438156e-02,9.956308007240295410e-01,4.992191097699105740e-04,2.313913078978657722e-03,1.088975986931473017e-04,7.250736962305381894e-05,1.013202636386267841e-04,1.880073068605270237e-05,3.736598591785877943e-05,1.166310859844088554e-03,5.080127084511332214e-05
7.000000000000000000e+01,3.606431961059570312e+00,-1.161358165740966797e+01,7.000000000000000000e+00,1.049791555851697922e-02,3.660870061139576137e-05,4.530763253569602966e-04,1.504851097706705332e-04,3.905167613993398845e-05,1.122424844652414322e-03,2.041117288172245026e-03,1.100484398193657398e-03,9.948495626449584961e-01,6.361141277011483908e-05,1.435224548913538456e-04
7.100000000000000000e+01,9.244538307189941406e+00,1.014945983886718750e+01,0.000000000000000000e+00,1.017852593213319778e-02,9.956319332122802734e-01,4.992044414393603802e-04,2.311745192855596542e-03,1.089886718546040356e-04,7.253092189785093069e-05,1.013147048070095479e-04,1.880811578303109854e-05,3.737317092600278556e-05,1.167239039205014706e-03,5.082920688437297940e-05
7.200000000000000000e+01,1.063470745086669922e+01,2.458458662033081055e+00,2.000000000000000000e+00,1.051266118884086609e-02,2.419446595013141632e-03,2.415424678474664688e-03,9.931823611259460449e-01,7.131676829885691404e-05,1.753060350893065333e-04,9.800469269976019859e-04,4.060831633978523314e-05,1.495345059083774686e-04,4.986851708963513374e-04,6.733168265782296658e-05
7.300000000000000000e+01,-8.383225440979003906e+00,-4.036031067371368408e-01,9.000000000000000000e+00,8.005151525139808655e-03,6.824830052210018039e-05,6.047175265848636627e-04,8.950390474637970328e-05,3.072800813242793083e-03,4.193753469735383987e-03,7.595062197651714087e-05,6.258841021917760372e-04,1.667502947384491563e-04,6.059652660042047501e-04,9.904963970184326172e-01
7.400000000000000000e+01,3.284994602203369141e+00,1.310330778360366821e-01,1.000000000000000000e+00,1.048958674073219299e-02,5.062245181761682034e-04,9.901193380355834961e-01,2.522642258554697037e-03,3.080306050833314657e-04,2.497858600690960884e-03,8.176671108230948448e-04,1.788230292731896043e-04,4.795382265001535416e-04,2.073134994134306908e-03,4.967669956386089325e-04
7.500000000000000000e+01,3.562048435211181641e+00,-1.159442329406738281e+01,7.000000000000000000e+00,1.053016819059848785e-02,3.654476677183993161e-05,4.547119606286287308e-04,1.499304780736565590e-04,3.920863309758715332e-05,1.139466767199337482e-03,2.009215764701366425e-03,1.117268344387412071e-03,9.948451519012451172e-01,6.376001692842692137e-05,1.447318209102377295e-04
