id,dim1,dim2,label,p_x,p_x_0,p_x_1,p_x_2,p_x_3,p_x_4,p_x_5,p_x_6,p_x_7,p_x_8,p_x_9
1.000000000000000000e+01,5.612491130828857422e+00,1.103520393371582031e+01,0.000000000000000000e+00,1.043669413775205612e-02,9.966585040092468262e-01,1.421389752067625523e-03,1.005087629891932011e-03,9.996259177569299936e-05,8.236421854235231876e-05,1.031395950121805072e-04,1.790012538549490273e-05,2.318852421012707055e-05,5.712627316825091839e-04,1.711604636511765420e-05
1.100000000000000000e+01,-1.177635860443115234e+01,-9.324096679687500000e+00,9.000000000000000000e+00,9.447649121284484863e-03,1.962790156539995223e-05,8.654610428493469954e-05,1.841685298131778836e-05,1.223004423081874847e-03,2.560158900450915098e-04,4.014139267383143306e-05,1.469684182666242123e-03,7.395989086944609880e-05,7.546912820544093847e-05,9.967371225357055664e-01
1.200000000000000000e+01,3.695741891860961914e+00,-6.376268386840820312e+00,5.000000000000000000e+00,2.672818722203373909e-03,3.676199412439018488e-04,3.856641240417957306e-03,1.138450577855110168e-03,3.004507627338171005e-03,9.651408195495605469e-01,1.596727408468723297e-02,2.498781541362404823e-03,7.130754645913839340e-03,3.775544464588165283e-04,5.176243139430880547e-04
1.300000000000000000e+01,6.721759796142578125e+00,-1.384880733489990234e+01,7.000000000000000000e+00,1.025250554084777832e-02,2.384151775913778692e-05,9.451599908061325550e-05,7.902991637820377946e-05,1.082644957932643592e-04,1.657575136050581932e-03,1.311664469540119171e-03,6.598901236429810524e-04,9.959784746170043945e-01,2.209667763963807374e-05,6.467451748903840780e-05
1.400000000000000000e+01,-1.177458667755126953e+01,-9.323331832885742188e+00,9.000000000000000000e+00,9.439390152692794800e-03,1.965012052096426487e-05,8.665581844979897141e-05,1.843813515733927488e-05,1.224943203851580620e-03,2.563754387665539980e-04,4.018989056930877268e-05,1.471683965064585209e-03,7.404803181998431683e-05,7.555585034424439073e-05,9.967324733734130859e-01
1.500000000000000000e+01,-4.087395191192626953e+00,8.687309265136718750e+00,8.000000000000000000e+00,4.878835752606391907e-03,1.901527168229222298e-03,4.110694862902164459e-03,2.401863312115892768e-04,1.320821000263094902e-03,2.511914062779396772e-04,1.163681517937220633e-04,7.501462823711335659e-05,4.868605537922121584e-05,9.918076395988464355e-01,1.278903073398396373e-04
1.600000000000000000e+01,1.033790016174316406e+01,-5.535176753997802734e+00,5.000000000000000000e+00,1.058211084455251694e-02,9.871884685708209872e-05,4.011807614006102085e-04,1.022600219585001469e-03,1.231503410963341594e-04,1.646117307245731354e-03,9.953082203865051270e-01,1.157323931693099439e-04,1.205618144012987614e-03,4.547137359622865915e-05,3.305636710138060153e-05
1.700000000000000000e+01,6.721055507659912109e+00,-1.384805107116699219e+01,7.000000000000000000e+00,1.024977024644613266e-02,2.385086918366141617e-05,9.456078987568616867e-05,7.905982056399807334e-05,1.083192546502687037e-04,1.658782013691961765e-03,1.312246080487966537e-03,6.602327339351177216e-04,9.959761500358581543e-01,2.210601451224647462e-05,6.470314838225021958e-05
1.800000000000000000e+01,-5.306285858154296875e+00,8.497405052185058594e+00,8.000000000000000000e+00,1.036382280290126801e-02,5.692373961210250854e-04,1.344610122032463551e-03,8.762234938330948353e-05,6.941836327314376831e-04,1.098695356631651521e-04,4.735121183330193162e-05,3.630018545663915575e-05,2.157553535653278232e-05,9.970206022262573242e-01,6.868782656965777278e-05
1.900000000000000000e+01,-4.061785697937011719e+00,-1.393191432952880859e+01,6.000000000000000000e+00,1.054642163217067719e-02,1.748191425576806068e-05,8.454009366687387228e-05,2.725619015109259635e-05,4.353106196504086256e-04,1.105967094190418720e-03,1.170587856904603541e-04,9.964427351951599121e-01,6.150287226773798466e-04,3.463782559265382588e-05,1.119975582696497440e-03
2.000000000000000000e+01,6.738288402557373047e+00,-1.387736415863037109e+01,7.000000000000000000e+00,1.033231057226657867e-02,2.354753087274730206e-05,9.311467874795198441e-05,7.804185588611289859e-05,1.066454278770834208e-04,1.620513852685689926e-03,1.290689688175916672e-03,6.509376689791679382e-04,9.960508346557617188e-01,2.181353374908212572e-05,6.387772737070918083e-05
2.100000000000000000e+01,5.670203685760498047e+00,1.106783199310302734e+01,0.000000000000000000e+00,1.042632944881916046e-02,9.966983199119567871e-01,1.389409066177904606e-03,1.011878484860062599e-03,9.865072206594049931e-05,8.166903717210516334e-05,1.028700644383206964e-04,1.778173464117571712e-05,2.310199306521099061e-05,5.593226524069905281e-04,1.697599691397044808e-05
2.200000000000000000e+01,1.924769282341003418e+00,-6.747321605682373047e+00,4.000000000000000000e+00,1.043617352843284607e-02,8.179743599612265825e-05,9.167853277176618576e-04,1.935478358063846827e-04,1.350669888779520988e-03,9.929070472717285156e-01,1.650452148169279099e-03,1.131536788307130337e-03,1.447649206966161728e-03,1.085323674487881362e-04,2.119504206348210573e-04
2.300000000000000000e+01,-1.175589752197265625e+01,-9.321537971496582031e+00,9.000000000000000000e+00,9.349952451884746552e-03,1.987769064726307988e-05,8.776781760388985276e-05,1.866141610662452877e-05,1.243492588400840759e-03,2.601944142952561378e-04,4.070932845934294164e-05,1.495452597737312317e-03,7.503014785470440984e-05,7.640569674549624324e-05,9.966824054718017578e-01
2.400000000000000000e+01,1.034161567687988281e+01,-5.541184902191162109e+00,5.000000000000000000e+00,1.058211177587509155e-02,9.856599353952333331e-05,4.002893692813813686e-04,1.020440016873180866e-03,1.230055204359814525e-04,1.644037780351936817e-03,9.953117370605468750e-01,1.157271544798277318e-04,1.207721652463078499e-03,4.541330781648866832e-05,3.304099300294183195e-05
2.500000000000000000e+01,1.202164173126220703e+01,3.858165979385375977e+00,2.000000000000000000e+00,1.053629349917173386e-02,9.554546559229493141e-04,7.837767479941248894e-04,9.967549443244934082e-01,7.348423241637647152e-05,1.932601735461503267e-04,1.033995533362030983e-03,2.746806967479642481e-05,7.524942338932305574e-05,8.668150985613465309e-05,1.570889253343921155e-05
2.600000000000000000e+01,1.973620057106018066e+00,-6.796640396118164062e+00,4.000000000000000000e+00,1.048331893980503082e-02,8.074978541117161512e-05,8.949253824539482594e-04,1.925718097481876612e-04,1.306242193095386028e-03,9.929217696189880371e-01,1.674004248343408108e-03,1.129361218772828579e-03,1.485094195231795311e-03,1.064157622749917209e-04,2.087293250951915979e-04
2.700000000000000000e+01,5.632190227508544922e+00,1.107003021240234375e+01,0.000000000000000000e+00,1.047560665756464005e-02,9.967085719108581543e-01,1.391632948070764542e-03,9.962680051103234291e-04,9.870497888186946511e-05,8.138150587910786271e-05,1.020950658130459487e-04,1.772896939655765891e-05,2.297872742929030210e-05,5.638520815409719944e-04,1.695433638815302402e-05
2.800000000000000000e+01,-1.173103618621826172e+01,-9.307848930358886719e+00,9.000000000000000000e+00,9.226741269230842590e-03,2.022258013312239200e-05,8.947029709815979004e-05,1.898927621368784457e-05,1.273916219361126423e-03,2.656780998222529888e-04,4.144982449361123145e-05,1.524756778962910175e-03,7.635935617145150900e-05,7.776908023515716195e-05,9.966114163398742676e-01
2.900000000000000000e+01,-4.070423603057861328e+00,-1.391538715362548828e+01,6.000000000000000000e+00,1.054758019745349884e-02,1.751198033161927015e-05,8.476914081256836653e-05,2.728225445025600493e-05,4.377831355668604374e-04,1.109045464545488358e-03,1.170695104519836605e-04,9.964316487312316895e-01,6.130376714281737804e-04,3.473749529803171754e-05,1.127150258980691433e-03
3.000000000000000000e+01,-4.066535949707031250e+00,-1.394206905364990234e+01,6.000000000000000000e+00,1.054524444043636322e-02,1.745492590998765081e-05,8.434256596956402063e-05,2.721094097068998963e-05,4.340181767474859953e-04,1.101163448765873909e-03,1.168157759821042418e-04,9.964506626129150391e-01,6.140678306110203266e-04,3.458158244029618800e-05,1.119682798162102699e-03
3.100000000000000000e+01,1.035042381286621094e+01,-5.517334938049316406e+00,5.000000000000000000e+00,1.057360321283340454e-02,9.910747030517086387e-05,4.020084452349692583e-04,1.031669438816606998e-03,1.229957269970327616e-04,1.636205008253455162e-03,9.953182935714721680e-01,1.152829427155666053e-04,1.195835997350513935e-03,4.553124017547816038e-05,3.299488525954075158e-05
3.200000000000000000e+01,1.996297359466552734e+00,-6.781599998474121094e+00,4.000000000000000000e+00,1.048581488430500031e-02,8.106645691441372037e-05,8.998701814562082291e-04,1.939015201060101390e-04,1.299457857385277748e-03,9.929175972938537598e-01,1.692475634627044201e-03,1.116966945119202137e-03,1.484866952523589134e-03,1.064879397745244205e-04,2.072568604489788413e-04
3.300000000000000000e+01,1.034764862060546875e+01,-5.522410869598388672e+00,5.000000000000000000e+00,1.057645026594400406e-02,9.898788266582414508e-05,4.016851889900863171e-04,1.029097824357450008e-03,1.230119960382580757e-04,1.638373825699090958e-03,9.953164458274841309e-01,1.153873163275420666e-04,1.198408543132245541e-03,4.550737867248244584e-05,3.300658136140555143e-05
3.400000000000000000e+01,-1.173417663574218750e+01,-9.321042060852050781e+00,9.000000000000000000e+00,9.242426604032516479e-03,2.015197969740256667e-05,8.910239557735621929e-05,1.893171611300203949e-05,1.265402883291244507e-03,2.648181980475783348e-04,4.134041591896675527e-05,1.524871215224266052e-03,7.623268174938857555e-05,7.742000889265909791e-05,9.966217279434204102e-01
3.500000000000000000e+01,1.203163814544677734e+01,3.886964797973632812e+00,2.000000000000000000e+00,1.054610870778560638e-02,9.602478821761906147e-04,7.794469711370766163e-04,9.967708587646484375e-01,7.312598609132692218e-05,1.916383771458640695e-04,1.020525465719401836e-03,2.731512722675688565e-05,7.469345291610807180e-05,8.656342834001407027e-05,1.564318517921492457e-05
3.600000000000000000e+01,1.997450113296508789e+00,-6.801916599273681641e+00,4.000000000000000000e+00,1.048666797578334808e-02,8.071484626270830631e-05,8.926520822569727898e-04,1.931595033966004848e-04,1.292979926802217960e-03,9.929161667823791504e-01,1.690902048721909523e-03,1.123683294281363487e-03,1.496288692578673363e-03,1.060146896634250879e-04,2.073776267934590578e-04
3.700000000000000000e+01,-1.132242870330810547e+01,-7.551416397094726562e+00,1.000000000000000000e+00,2.078194869682192802e-03,1.145806818385608494e-04,5.510126939043402672e-04,1.004873047349974513e-04,1.142290141433477402e-02,1.408602111041545868e-03,2.063167339656502008e-04,5.037272814661264420e-03,3.307893057353794575e-04,5.101010319776833057e-04,9.803178906440734863e-01
3.800000000000000000e+01,-1.176671409606933594e+01,-9.324931144714355469e+00,9.000000000000000000e+00,9.401777759194374084e-03,1.974004408111795783e-05,8.709116082172840834e-05,1.852844616223592311e-05,1.231787027791142464e-03,2.579416322987526655e-04,4.040430576424114406e-05,1.482393243350088596e-03,7.446768722729757428e-05,7.587647269247099757e-05,9.967117905616760254e-01
3.900000000000000000e+01,1.034103012084960938e+01,-5.527537822723388672e+00,5.000000000000000000e+00,1.057980023324489594e-02,9.888646309264004230e-05,4.016884195152670145e-04,1.026173587888479233e-03,1.231334754265844822e-04,1.643306924961507320e-03,9.953110218048095703e-01,1.155780046246945858e-04,1.201696461066603661e-03,4.550543962977826595e-05,3.303854464320465922e-05
4.000000000000000000e+01,1.984559059143066406e+00,-6.782120704650878906e+00,4.000000000000000000e+00,1.048488821834325790e-02,8.102446736302226782e-05,8.998378179967403412e-04,1.934788597282022238e-04,1.305022859014570713e-03,9.929206371307373047e-01,1.683642156422138214e-03,1.120756845921278000e-03,1.480991137214004993e-03,1.066093464032746851e-04,2.079375553876161575e-04
4.100000000000000000e+01,-4.066607475280761719e+00,-1.393047523498535156e+01,6.000000000000000000e+00,1.054731942713260651e-02,1.747943679220043123e-05,8.452891779597848654e-05,2.724407386267557740e-05,4.355731944087892771e-04,1.104948692955076694e-03,1.169531678897328675e-04,9.964424967765808105e-01,6.139149190858006477e-04,3.464519977569580078e-05,1.122155925258994102e-03
4.200000000000000000e+01,1.034385299682617188e+01,-5.539190769195556641e+00,5.000000000000000000e+00,1.058136578649282455e-02,9.860219142865389585e-05,4.002980422228574753e-04,1.021489617414772511e-03,1.229617191711440682e-04,1.642279676161706448e-03,9.953138828277587891e-01,1.156547150458209217e-04,1.206435030326247215e-03,4.541381349554285407e-05,3.302874029031954706e-05
4.300000000000000000e+01,-4.046748161315917969e+00,-1.389986419677734375e+01,6.000000000000000000e+00,1.053871028125286102e-02,1.758653343131300062e-05,8.526006422471255064e-05,2.742947071965318173e-05,4.398941237013787031e-04,1.122527639381587505e-03,1.179584214696660638e-04,9.964137077331542969e-01,6.187402759678661823e-04,3.485379056655801833e-05,1.122057205066084862e-03
4.400000000000000000e+01,5.625966548919677734e+00,1.106729412078857422e+01,0.000000000000000000e+00,1.047758571803569794e-02,9.967050552368164062e-01,1.394499791786074638e-03,9.952330728992819786e-04,9.882418817142024636e-05,8.143552258843556046e-05,1.020978234009817243e-04,1.773827534634619951e-05,2.298324579896871001e-05,5.650600651279091835e-04,1.696649269433692098e-05
4.500000000000000000e+01,-1.175949954986572266e+01,-9.320651054382324219e+00,9.000000000000000000e+00,9.367521852254867554e-03,1.983555557671934366e-05,8.756436727708205581e-05,1.861900454969145358e-05,1.240325043909251690e-03,2.594590769149363041e-04,4.060846913489513099e-05,1.490371534600853920e-03,7.483202352887019515e-05,7.625629223184660077e-05,9.966920614242553711e-01
4.600000000000000000e+01,-5.931456565856933594e+00,-2.036349296569824219e+00,3.000000000000000000e+00,1.021433435380458832e-02,9.922778554027900100e-05,1.170580158941447735e-03,7.223334978334605694e-05,9.950804710388183594e-01,1.197975128889083862e-03,1.214540461660362780e-04,4.338820872362703085e-04,9.863994637271389365e-05,6.825424497947096825e-04,1.042937161400914192e-03
4.700000000000000000e+01,-1.164029502868652344e+01,-9.247968673706054688e+00,9.000000000000000000e+00,8.719075471162796021e-03,2.173490611312445253e-05,9.690471051726490259e-05,2.041684092546347529e-05,1.407595118507742882e-03,2.892213233280926943e-04,4.464716039365157485e-05,1.646103570237755775e-03,8.204027835745364428e-05,8.379997598240152001e-05,9.963075518608093262e-01
4.800000000000000000e+01,6.712459564208984375e+00,-1.381813144683837891e+01,7.000000000000000000e+00,1.016709581017494202e-02,2.416090319456998259e-05,9.599889017408713698e-05,8.015034109121188521e-05,1.098795473808422685e-04,1.694866339676082134e-03,1.336533343419432640e-03,6.676106131635606289e-04,9.959030151367187500e-01,2.239197419839911163e-05,6.543374911416321993e-05
4.900000000000000000e+01,-4.067227363586425781e+00,-1.391042137145996094e+01,6.000000000000000000e+00,1.054657250642776489e-02,1.752867319737561047e-05,8.488437015330418944e-05,2.731118183874059469e-05,4.384698113426566124e-04,1.111837918870151043e-03,1.172271440736949444e-04,9.964269995689392090e-01,6.137876189313828945e-04,3.477007339824922383e-05,1.127103692851960659e-03
5.000000000000000000e+01,-1.173388576507568359e+01,-9.321461677551269531e+00,9.000000000000000000e+00,9.240924380719661713e-03,2.015485370066016912e-05,8.911555778468027711e-05,1.893493936222512275e-05,1.265537808649241924e-03,2.648769004736095667e-04,4.134871414862573147e-05,1.525425235740840435e-03,7.625115540577098727e-05,7.742782327113673091e-05,9.966209530830383301e-01
5.100000000000000000e+01,-5.288326740264892578e+00,8.401948928833007812e+00,8.000000000000000000e+00,1.010025013238191605e-02,5.829176516272127628e-04,1.423183828592300415e-03,9.073838009499013424e-05,7.375514833256602287e-04,1.152422846644185483e-04,4.930126669933088124e-05,3.788935646298341453e-05,2.246028452645987272e-05,9.968689680099487305e-01,7.170206663431599736e-05
5.200000000000000000e+01,6.544239997863769531e+00,1.062153148651123047e+01,0.000000000000000000e+00,5.290894769132137299e-03,9.928250312805175781e-01,2.698990283533930779e-03,2.921428764238953590e-03,1.833621645346283913e-04,1.694725942797958851e-04,2.359863574383780360e-04,3.546263178577646613e-05,4.909819836029782891e-05,8.489907486364245415e-04,3.222022496629506350e-05
5.300000000000000000e+01,-5.924791336059570312e+00,-2.033455371856689453e+00,3.000000000000000000e+00,1.022914145141839981e-02,9.923129982780665159e-05,1.172367483377456665e-03,7.223804277600720525e-05,9.950836896896362305e-01,1.198353827930986881e-03,1.214487492688931525e-04,4.329954099375754595e-04,9.856144606601446867e-05,6.823697476647794247e-04,1.038682879880070686e-03
5.400000000000000000e+01,-5.283230304718017578e+00,8.468971252441406250e+00,8.000000000000000000e+00,1.029875781387090683e-02,5.759526975452899933e-04,1.374039333313703537e-03,8.875248022377490997e-05,7.056499016471207142e-04,1.114875849452801049e-04,4.797741348738782108e-05,3.672189268399961293e-05,2.183385731768794358e-05,9.969682097434997559e-01,6.938391015864908695e-05
5.500000000000000000e+01,-5.295315742492675781e+00,8.469886779785156250e+00,8.000000000000000000e+00,1.030062790960073471e-02,5.735385930165648460e-04,1.367744291201233864e-03,8.850346057442948222e-05,7.054124143905937672e-04,1.113101025111973286e-04,4.788155638379976153e-05,3.670500882435590029e-05,2.180762203352060169e-05,9.969776272773742676e-01,6.942198524484410882e-05
5.600000000000000000e+01,6.695698738098144531e+00,-1.379947662353515625e+01,7.000000000000000000e+00,1.008841395378112793e-02,2.442465665808413178e-05,9.724029223434627056e-05,8.100039121927693486e-05,1.113806574721820652e-04,1.727457507513463497e-03,1.352934050373733044e-03,6.768584717065095901e-04,9.958398938179016113e-01,2.265267539769411087e-05,6.622275395784527063e-05
5.700000000000000000e+01,6.721590995788574219e+00,-1.385688209533691406e+01,7.000000000000000000e+00,1.026863325387239456e-02,2.377361124672461301e-05,9.420436981599777937e-05,7.877455936977639794e-05,1.079590219887904823e-04,1.650030608288943768e-03,1.305441488511860371e-03,6.589063559658825397e-04,9.959943294525146484e-01,2.203773146902676672e-05,6.455023685703054070e-05
5.800000000000000000e+01,9.312943458557128906e+00,-1.079229068756103516e+01,4.000000000000000000e+00,3.788546891883015633e-04,1.027642865665256977e-03,3.973585553467273712e-03,5.016999319195747375e-03,2.761559328064322472e-03,4.810074716806411743e-02,2.569314837455749512e-01,6.925015244632959366e-03,6.733765006065368652e-01,7.232216303236782551e-04,1.163315726444125175e-03
5.900000000000000000e+01,-5.332546710968017578e+00,-5.856744766235351562e+00,6.000000000000000000e+00,4.164122510701417923e-04,1.376363332383334637e-03,1.272749714553356171e-02,1.447602175176143646e-03,7.930856347084045410e-01,6.934580206871032715e-02,3.778790123760700226e-03,4.785982519388198853e-02,4.890000913292169571e-03,5.089691374450922012e-03,6.039890274405479431e-02
6.000000000000000000e+01,6.719196796417236328e+00,-1.383489322662353516e+01,7.000000000000000000e+00,1.021808478981256485e-02,2.397520438535138965e-05,9.513470286037772894e-05,7.950999861350283027e-05,1.089165525627322495e-04,1.672957208938896656e-03,1.322688069194555283e-03,6.627006223425269127e-04,9.959468841552734375e-01,2.221782415290363133e-05,6.496840796899050474e-05
6.100000000000000000e+01,1.034315586090087891e+01,-5.531852722167968750e+00,3.000000000000000000e+00,1.058035157620906830e-02,9.877463162411004305e-05,4.010756383650004864e-04,1.024520606733858585e-03,1.230388297699391842e-04,1.642134855501353741e-03,9.953131079673767090e-01,1.155811260105110705e-04,1.203243271447718143e-03,4.546475247479975224e-05,3.302887125755660236e-05
6.200000000000000000e+01,-4.076411247253417969e+00,-1.393694019317626953e+01,6.000000000000000000e+00,1.054691337049007416e-02,1.745539884723257273e-05,8.435927156824618578e-05,2.719389522098936141e-05,4.348686197772622108e-04,1.099862041883170605e-03,1.166324291261844337e-04,9.964485764503479004e-01,6.118013989180326462e-04,3.461046799202449620e-05,1.124673523008823395e-03
6.300000000000000000e+01,-5.419857978820800781e+00,-1.312109708786010742e+00,3.000000000000000000e+00,6.815385073423385620e-03,1.824818900786340237e-04,2.504022559151053429e-03,1.257872645510360599e-04,9.920428395271301270e-01,1.813125214539468288e-03,1.968881842913106084e-04,5.287461681291460991e-04,1.431242708349600434e-04,1.352632301859557629e-03,1.110281678847968578e-03
6.400000000000000000e+01,-4.063236236572265625e+00,-1.392563056945800781e+01,6.000000000000000000e+00,1.054714806377887726e-02,1.749457078403793275e-05,8.463593985652551055e-05,2.727092578425072134e-05,4.362002946436405182e-04,1.107651041820645332e-03,1.171038747997954488e-04,9.964383244514465332e-01,6.146575906313955784e-04,3.467413262114860117e-05,1.121925888583064079e-03
6.500000000000000000e+01,1.204084777832031250e+01,3.905592679977416992e+00,2.000000000000000000e+00,1.054732315242290497e-02,9.631196153350174427e-04,7.762222085148096085e-04,9.967814087867736816e-01,7.289056520676240325e-05,1.905943790916353464e-04,1.012218534015119076e-03,2.722169119806494564e-05,7.436054147547110915e-05,8.647829963592812419e-05,1.560300734126940370e-05
6.600000000000000000e+01,1.849361658096313477e+00,3.046501874923706055e+00,1.000000000000000000e+00,1.043801475316286087e-02,1.356952008791267872e-03,9.937671422958374023e-01,7.895281887613236904e-04,1.223232015036046505e-03,9.205154492519795895e-04,4.201718547847121954e-04,8.719503239262849092e-05,9.101651812670752406e-05,1.270138542167842388e-03,7.410146645270287991e-05
6.700000000000000000e+01,1.203593540191650391e+01,3.881455421447753906e+00,2.000000000000000000e+00,1.054967381060123444e-02,9.572645067237317562e-04,7.780419546179473400e-04,9.967737197875976562e-01,7.306564657483249903e-05,1.916288456413894892e-04,1.022101263515651226e-03,2.731133281486108899e-05,7.473331061191856861e-05,8.642724424134939909e-05,1.563532896398101002e-05
6.800000000000000000e+01,-5.936980247497558594e+00,-2.025701999664306641e+00,3.000000000000000000e+00,1.018588524311780930e-02,9.960406168829649687e-05,1.174470758996903896e-03,7.240583363454788923e-05,9.950726032257080078e-01,1.196206547319889069e-03,1.215719094034284353e-04,4.334863915573805571e-04,9.866274922387674451e-05,6.870166980661451817e-04,1.043956377543509007e-03
6.900000000000000000e+01,6.707201957702636719e+00,-1.382512855529785156e+01,7.000000000000000000e+00,1.017465628683567047e-02,2.411704372207168490e-05,9.581408812664449215e-05,7.994971383595839143e-05,1.097732965718023479e-04,1.691394252702593803e-03,1.330691855400800705e-03,6.683991523459553719e-04,9.959121346473693848e-01,2.236240470665507019e-05,6.543175550177693367e-05
7.000000000000000000e+01,1.203240108489990234e+01,3.914835214614868164e+00,2.000000000000000000e+00,1.053748931735754013e-02,9.688392747193574905e-04,7.792166434228420258e-04,9.967742562294006348e-01,7.303612073883414268e-05,1.907228870550170541e-04,1.010068459436297417e-03,2.724169462453573942e-05,7.432673010043799877e-05,8.676144352648407221e-05,1.562429679324850440e-05
7.100000000000000000e+01,-4.071481704711914062e+00,-1.392458057403564453e+01,6.000000000000000000e+00,1.054807845503091812e-02,1.748791146383155137e-05,8.459683158434927464e-05,2.724703335843514651e-05,4.364750056993216276e-04,1.105477451346814632e-03,1.169100942206569016e-04,9.964389801025390625e-01,6.127931992523372173e-04,3.468017530394718051e-05,1.125405426137149334e-03
7.200000000000000000e+01,-5.280672073364257812e+00,8.499330520629882812e+00,8.000000000000000000e+00,1.037048734724521637e-02,5.739278276450932026e-04,1.354952342808246613e-03,8.803541277302429080e-05,6.929867668077349663e-04,1.100373410736210644e-04,4.747995990328490734e-05,3.627343176049180329e-05,2.159683390345890075e-05,9.970061779022216797e-01,6.848660268587991595e-05
7.300000000000000000e+01,-5.298602581024169922e+00,8.481800079345703125e+00,8.000000000000000000e+00,1.032961346209049225e-02,5.718648899346590042e-04,1.358141540549695492e-03,8.813412568997591734e-05,7.003990467637777328e-04,1.106823474401608109e-04,4.765328048961237073e-05,3.652377199614420533e-05,2.170566222048364580e-05,9.969958662986755371e-01,6.908442446729168296e-05
7.400000000000000000e+01,5.598642826080322266e+00,1.104660415649414062e+01,0.000000000000000000e+00,1.046479679644107819e-02,9.966758489608764648e-01,1.414890633895993233e-03,9.952803375199437141e-04,9.970302198780700564e-05,8.199240255635231733e-05,1.025147430482320487e-04,1.783713014447130263e-05,2.308197508682496846e-05,5.719466716982424259e-04,1.707140108919702470e-05
7.500000000000000000e+01,1.201096725463867188e+01,3.879772901535034180e+00,2.000000000000000000e+00,1.052865292876958847e-02,9.650348802097141743e-04,7.870406843721866608e-04,9.967495799064636230e-01,7.358738366747274995e-05,1.929611316882073879e-04,1.026661950163543224e-03,2.744761695794295520e-05,7.501911750296130776e-05,8.705232903594151139e-05,1.571810207678936422e-05
