id,dim1,dim2,label_pred,p_y,p_y_0,p_y_1,p_y_2,p_y_3,p_y_4,p_y_5,p_y_6,p_y_7,p_y_8,p_y_9
1.000000000000000000e+01,5.659075736999511719e+00,1.125638580322265625e+01,0.000000000000000000e+00,1.057192962616682053e-02,9.961297512054443359e-01,1.017308168229646981e-04,9.286713320761919022e-04,1.262915175175294280e-04,1.130836782976984978e-03,1.040668648784048855e-04,1.906946454255376011e-05,3.129387550870887935e-05,1.392922480590641499e-03,3.529417881509289145e-05
1.100000000000000000e+01,-1.231059646606445312e+01,-2.399860620498657227e+00,9.000000000000000000e+00,1.034174673259258270e-02,3.630412538768723607e-05,1.201040460728108883e-03,1.915650682349223644e-05,4.586418799590319395e-04,8.740537305129691958e-05,3.653184830909594893e-05,5.880006938241422176e-04,6.464694888563826680e-05,1.986886491067707539e-04,9.973096251487731934e-01
1.200000000000000000e+01,5.706224918365478516e+00,2.980061769485473633e-01,5.000000000000000000e+00,2.578523475676774979e-03,2.532045356929302216e-03,3.618790069594979286e-04,6.172005087137222290e-03,1.061434205621480942e-02,9.627848863601684570e-01,1.342248637229204178e-02,4.009293625131249428e-04,1.606823760084807873e-03,1.766829984262585640e-03,3.377450047992169857e-04
1.300000000000000000e+01,4.584021568298339844e+00,-1.196011543273925781e+01,7.000000000000000000e+00,1.041270140558481216e-02,3.195078170392662287e-05,2.629827031341847032e-05,7.309351349249482155e-05,1.004454679787158966e-03,2.357266348553821445e-04,1.638555550016462803e-03,5.554077215492725372e-04,9.963309764862060547e-01,3.960920366807840765e-05,6.394394586095586419e-05
1.400000000000000000e+01,-1.231044769287109375e+01,-2.403912305831909180e+00,9.000000000000000000e+00,1.033594366163015366e-02,3.630953506217338145e-05,1.199710066430270672e-03,1.916447217809036374e-05,4.589952004607766867e-04,8.743818034417927265e-05,3.655676482594572008e-05,5.890686297789216042e-04,6.471115193562582135e-05,1.986406132346019149e-04,9.973093867301940918e-01
1.500000000000000000e+01,-1.760484695434570312e+00,9.463352203369140625e+00,8.000000000000000000e+00,4.444891121238470078e-03,6.019590422511100769e-03,2.412028377875685692e-03,3.643274249043315649e-04,6.658875499852001667e-04,1.908602076582610607e-03,1.690748322289437056e-04,9.241840598406270146e-05,8.690705726621672511e-05,9.879389405250549316e-01,3.422592126298695803e-04
1.600000000000000000e+01,1.015368747711181641e+01,-5.385587692260742188e+00,5.000000000000000000e+00,1.033205725252628326e-02,1.052875450113788247e-04,2.636620774865150452e-05,6.981424521654844284e-04,6.418580887839198112e-04,1.354372478090226650e-03,9.953637123107910156e-01,8.673739648656919599e-05,1.619621645659208298e-03,6.876589031890034676e-05,3.512427429086528718e-05
1.700000000000000000e+01,4.588270664215087891e+00,-1.196486949920654297e+01,7.000000000000000000e+00,1.040828321129083633e-02,3.193933662259951234e-05,2.628196307341568172e-05,7.308880594791844487e-05,1.002346747554838657e-03,2.355210162932053208e-04,1.638503628782927990e-03,5.548253539018332958e-04,9.963340759277343750e-01,3.958360684919171035e-05,6.389201007550582290e-05
1.800000000000000000e+01,-2.776345968246459961e+00,8.727539062500000000e+00,8.000000000000000000e+00,1.051356829702854156e-02,1.467810478061437607e-03,1.689047086983919144e-03,1.268906489713117480e-04,3.370861522853374481e-04,7.426611264236271381e-04,7.008383545326068997e-05,4.637410893337801099e-05,3.935998392989858985e-05,9.952816367149353027e-01,1.990667806239798665e-04
1.900000000000000000e+01,-6.768340587615966797e+00,-1.208422660827636719e+01,6.000000000000000000e+00,1.042077224701642990e-02,1.913378582685254514e-05,6.604523514397442341e-05,1.996611536014825106e-05,7.685000891797244549e-04,7.870770787121728063e-05,8.680048631504178047e-05,9.978362917900085449e-01,5.243492778390645981e-04,4.564884147839620709e-05,5.545382155105471611e-04
2.000000000000000000e+01,4.581545352935791016e+00,-1.198579502105712891e+01,7.000000000000000000e+00,1.037568878382444382e-02,3.192346048308536410e-05,2.631358074722811580e-05,7.298413402168080211e-05,9.998290333896875381e-04,2.348545385757461190e-04,1.628552214242517948e-03,5.578671116381883621e-04,9.963440895080566406e-01,3.958262459491379559e-05,6.403241422958672047e-05
2.100000000000000000e+01,5.728417873382568359e+00,1.131287097930908203e+01,0.000000000000000000e+00,1.042699906975030899e-02,9.961550831794738770e-01,1.012237844406627119e-04,9.472329984419047832e-04,1.256296964129433036e-04,1.118051353842020035e-03,1.046046672854572535e-04,1.909502861963119358e-05,3.140572516713291407e-05,1.362374285236001015e-03,3.522391489241272211e-05
2.200000000000000000e+01,5.060868263244628906e+00,2.195413112640380859e+00,4.000000000000000000e+00,1.013530883938074112e-02,1.342522911727428436e-03,1.217036333400756121e-04,1.728459843434393406e-03,1.895569381304085255e-03,9.923069477081298828e-01,1.361549249850213528e-03,8.236730354838073254e-05,2.345066750422120094e-04,8.354225428774952888e-04,9.095980931306257844e-05
2.300000000000000000e+01,-1.229556751251220703e+01,-2.398458480834960938e+00,9.000000000000000000e+00,1.035577245056629181e-02,3.633718370110727847e-05,1.201241742819547653e-03,1.917342160595580935e-05,4.602661647368222475e-04,8.757496834732592106e-05,3.657755223684944212e-05,5.885302671231329441e-04,6.472380482591688633e-05,1.990016316995024681e-04,9.973065853118896484e-01
2.400000000000000000e+01,1.014376449584960938e+01,-5.384308338165283203e+00,5.000000000000000000e+00,1.035860460251569748e-02,1.051108774845488369e-04,2.633848271216265857e-05,6.959664169698953629e-04,6.425207830034196377e-04,1.354795414954423904e-03,9.953654408454895020e-01,8.668185182614251971e-05,1.619453658349812031e-03,6.869874050607904792e-05,3.509596353978849947e-05
2.500000000000000000e+01,1.326293087005615234e+01,4.863287448883056641e+00,2.000000000000000000e+00,1.039385423064231873e-02,9.006410255096852779e-04,2.639742160681635141e-05,9.965279698371887207e-01,1.276140392292290926e-04,1.516029587946832180e-03,6.680393707938492298e-04,2.001412212848663330e-05,7.219994586193934083e-05,1.225597516167908907e-04,1.858506584540009499e-05
2.600000000000000000e+01,5.083502769470214844e+00,1.984772086143493652e+00,4.000000000000000000e+00,1.046944595873355865e-02,1.189837814308702946e-03,1.155963109340518713e-04,1.638236455619335175e-03,1.956199994310736656e-03,9.924949407577514648e-01,1.430163625627756119e-03,8.231904212152585387e-05,2.408569562248885632e-04,7.632680935785174370e-04,8.863979019224643707e-05
2.700000000000000000e+01,5.689716339111328125e+00,1.132657241821289062e+01,0.000000000000000000e+00,1.046187803149223328e-02,9.961673021316528320e-01,1.016676978906616569e-04,9.299798402935266495e-04,1.252772781299427152e-04,1.109195989556610584e-03,1.037096735672093928e-04,1.904880082292947918e-05,3.123747592326253653e-05,1.377328298985958099e-03,3.524653220665641129e-05
2.800000000000000000e+01,-1.226555538177490234e+01,-2.376751899719238281e+00,9.000000000000000000e+00,1.039846241474151611e-02,3.642594310804270208e-05,1.209385110996663570e-03,1.919530768645927310e-05,4.625309666153043509e-04,8.788109698798507452e-05,3.660135917016305029e-05,5.853802431374788284e-04,6.466364720836281776e-05,2.001235989155247808e-04,9.972977638244628906e-01
2.900000000000000000e+01,-6.780838489532470703e+00,-1.207316017150878906e+01,6.000000000000000000e+00,1.041920017451047897e-02,1.914796303026378155e-05,6.623937224503606558e-05,1.996198625420220196e-05,7.690096390433609486e-04,7.872611604398116469e-05,8.667120710015296936e-05,9.978346228599548340e-01,5.222206236794590950e-04,4.572878606268204749e-05,5.576753756031394005e-04
3.000000000000000000e+01,-6.762691497802734375e+00,-1.207453823089599609e+01,6.000000000000000000e+00,1.044274494051933289e-02,1.912586594698950648e-05,6.601829227292910218e-05,1.995632555917836726e-05,7.701075519435107708e-04,7.872930291341617703e-05,8.678672747919335961e-05,9.978348612785339355e-01,5.242939223535358906e-04,4.564342088997364044e-05,5.544698215089738369e-04
3.100000000000000000e+01,1.015818786621093750e+01,-5.376801013946533203e+00,5.000000000000000000e+00,1.032309979200363159e-02,1.055556203937157989e-04,2.639111517055425793e-05,7.012335699982941151e-04,6.416809628717601299e-04,1.358298584818840027e-03,9.953621029853820801e-01,8.667200745549052954e-05,1.614036737009882927e-03,6.887443305458873510e-05,3.513459887471981347e-05
3.200000000000000000e+01,5.115088462829589844e+00,2.000305175781250000e+00,4.000000000000000000e+00,1.046772580593824387e-02,1.198647427372634411e-03,1.149077579611912370e-04,1.664629322476685047e-03,1.926170662045478821e-03,9.924936294555664062e-01,1.433186931535601616e-03,8.175848779501393437e-05,2.397620264673605561e-04,7.593786576762795448e-04,8.798073395155370235e-05
3.300000000000000000e+01,1.015608024597167969e+01,-5.376872062683105469e+00,5.000000000000000000e+00,1.032882370054721832e-02,1.055090542649850249e-04,2.638423393364064395e-05,7.006779778748750687e-04,6.418038392439484596e-04,1.358211855404078960e-03,9.953625202178955078e-01,8.666174835525453091e-05,1.614174572750926018e-03,6.885591574246063828e-05,3.512797411531209946e-05
3.400000000000000000e+01,-1.228575706481933594e+01,-2.420323848724365234e+00,9.000000000000000000e+00,1.032768469303846359e-02,3.640101203927770257e-05,1.194373006001114845e-03,1.923552554217167199e-05,4.634113865904510021e-04,8.789403364062309265e-05,3.675898187793791294e-05,5.950996419414877892e-04,6.515610584756359458e-05,1.989929296541959047e-04,9.973027110099792480e-01
3.500000000000000000e+01,1.328132247924804688e+01,4.882725715637207031e+00,2.000000000000000000e+00,1.033919584006071091e-02,9.047678904607892036e-04,2.646367101988289505e-05,9.965340495109558105e-01,1.274870301131159067e-04,1.508016372099518776e-03,6.657136254943907261e-04,2.003846566367428750e-05,7.219001417979598045e-05,1.228125183843076229e-04,1.861895907495636493e-05
3.600000000000000000e+01,5.102969169616699219e+00,1.992071390151977539e+00,4.000000000000000000e+00,1.047096587717533112e-02,1.193834235891699791e-03,1.151255564764142036e-04,1.653463230468332767e-03,1.938631874509155750e-03,9.924952983856201172e-01,1.432871446013450623e-03,8.198375144274905324e-05,2.402777172392234206e-04,7.602632394991815090e-04,8.822181553114205599e-05
3.700000000000000000e+01,-1.274351310729980469e+01,4.436821341514587402e-01,1.000000000000000000e+00,8.841427625156939030e-04,5.304771475493907928e-04,5.224794894456863403e-02,2.311921853106468916e-04,3.817799501121044159e-03,1.032048487104475498e-03,3.613843873608857393e-04,2.920997329056262970e-03,5.229159141890704632e-04,3.769008675590157509e-03,9.345661997795104980e-01
3.800000000000000000e+01,-1.230610942840576172e+01,-2.409657001495361328e+00,9.000000000000000000e+00,1.033091824501752853e-02,3.632704829215072095e-05,1.197767909616231918e-03,1.918129783007316291e-05,4.599785897880792618e-04,8.753487782087177038e-05,3.660729635157622397e-05,5.908392486162483692e-04,6.482999742729589343e-05,1.986550487345084548e-04,9.973082542419433594e-01
3.900000000000000000e+01,1.015789699554443359e+01,-5.384040832519531250e+00,5.000000000000000000e+00,1.032129861414432526e-02,1.054063905030488968e-04,2.638125079101882875e-05,6.995488074608147144e-04,6.416178075596690178e-04,1.355136744678020477e-03,9.953628182411193848e-01,8.674244600115343928e-05,1.618458656594157219e-03,6.881314766360446811e-05,3.513640695018693805e-05
4.000000000000000000e+01,5.114439964294433594e+00,2.011576414108276367e+00,4.000000000000000000e+00,1.046301145106554031e-02,1.204839558340609074e-03,1.150627940660342574e-04,1.667763222940266132e-03,1.920165726915001869e-03,9.924938678741455078e-01,1.427721232175827026e-03,8.165002509485930204e-05,2.391065499978139997e-04,7.619441603310406208e-04,8.797981718089431524e-05
4.100000000000000000e+01,-6.770828723907470703e+00,-1.207544708251953125e+01,6.000000000000000000e+00,1.043054647743701935e-02,1.913487358251586556e-05,6.610740092583000660e-05,1.995897218876052648e-05,7.693819352425634861e-04,7.872044807299971581e-05,8.673762204125523567e-05,9.978350996971130371e-01,5.234396667219698429e-04,4.567599171423353255e-05,5.557343247346580029e-04
4.200000000000000000e+01,1.014735317230224609e+01,-5.391778469085693359e+00,5.000000000000000000e+00,1.034588925540447235e-02,1.050428618327714503e-04,2.634136581036727875e-05,6.952458061277866364e-04,6.422380683943629265e-04,1.351671409793198109e-03,9.953649640083312988e-01,8.677657024236395955e-05,1.623895252123475075e-03,6.867008050903677940e-05,3.511079921736381948e-05
4.300000000000000000e+01,-6.765415668487548828e+00,-1.202926635742187500e+01,6.000000000000000000e+00,1.049030479043722153e-02,1.915084794745780528e-05,6.632948498008772731e-05,1.994872400246094912e-05,7.766831549815833569e-04,7.892901339801028371e-05,8.666569192428141832e-05,9.978250861167907715e-01,5.215579294599592686e-04,4.581373286782763898e-05,5.598718998953700066e-04
4.400000000000000000e+01,5.680471897125244141e+00,1.132713985443115234e+01,0.000000000000000000e+00,1.047126669436693192e-02,9.961680769920349121e-01,1.017810136545449495e-04,9.264692198485136032e-04,1.252559450222179294e-04,1.108204713091254234e-03,1.035490349750034511e-04,1.904273085528984666e-05,3.120871770079247653e-05,1.381275127641856670e-03,3.525859938235953450e-05
4.500000000000000000e+01,-1.229775714874267578e+01,-2.398011207580566406e+00,9.000000000000000000e+00,1.035484578460454941e-02,3.633097367128357291e-05,1.201408100314438343e-03,1.916939982038456947e-05,4.599674430210143328e-04,8.754386362852528691e-05,3.656638000393286347e-05,5.882735131308436394e-04,6.470138032454997301e-05,1.989610755117610097e-04,9.973070621490478516e-01
4.600000000000000000e+01,-6.801519989967346191e-01,-3.827313423156738281e+00,3.000000000000000000e+00,1.046986784785985947e-02,1.288411149289458990e-04,1.911554863909259439e-04,1.295831898460164666e-04,9.943739175796508789e-01,1.857744646258652210e-03,6.623512017540633678e-04,8.391403825953602791e-04,1.001217518933117390e-03,3.422640147618949413e-04,4.736617847811430693e-04
4.700000000000000000e+01,-1.215491199493408203e+01,-2.433726072311401367e+00,9.000000000000000000e+00,1.026204787194728851e-02,3.726076465682126582e-05,1.204571221023797989e-03,1.971927304111886770e-05,4.873044381383806467e-04,9.091160609386861324e-05,3.786885281442664564e-05,6.155147566460072994e-04,6.721974932588636875e-05,2.043401764240115881e-04,9.972352385520935059e-01
4.800000000000000000e+01,4.601099967956542969e+00,-1.193882656097412109e+01,7.000000000000000000e+00,1.044072210788726807e-02,3.198562626494094729e-05,2.625112210807856172e-05,7.330893276957795024e-05,1.005311612971127033e-03,2.365538384765386581e-04,1.654424937441945076e-03,5.506378947757184505e-04,9.963182210922241211e-01,3.960545654990710318e-05,6.371729250531643629e-05
4.900000000000000000e+01,-6.770798683166503906e+00,-1.205418682098388672e+01,6.000000000000000000e+00,1.045826729387044907e-02,1.913839878397993743e-05,6.621507054660469294e-05,1.994805643334984779e-05,7.722816080786287785e-04,7.878735050326213241e-05,8.665895438753068447e-05,9.978312253952026367e-01,5.221225437708199024e-04,4.573413752950727940e-05,5.578550044447183609e-04
5.000000000000000000e+01,-1.228486633300781250e+01,-2.416857957839965820e+00,9.000000000000000000e+00,1.033403631299734116e-02,3.639670831034891307e-05,1.195418648421764374e-03,1.922895353345666081e-05,4.631996562238782644e-04,8.787325350567698479e-05,3.673918399726971984e-05,5.942026036791503429e-04,6.510385719593614340e-05,1.990431483136489987e-04,9.973028302192687988e-01
5.100000000000000000e+01,-2.747131586074829102e+00,8.684880256652832031e+00,8.000000000000000000e+00,1.051521115005016327e-02,1.477806246839463711e-03,1.674785395152866840e-03,1.280600554309785366e-04,3.419688437134027481e-04,7.566079148091375828e-04,7.082814408931881189e-05,4.668744077207520604e-05,3.971337719121947885e-05,9.952638745307922363e-01,1.997521467274054885e-04
5.200000000000000000e+01,6.572923660278320312e+00,1.051654052734375000e+01,0.000000000000000000e+00,4.953798372298479080e-03,9.904481768608093262e-01,1.849110703915357590e-04,3.241514554247260094e-03,2.896485675591975451e-04,3.164255758747458458e-03,2.768829581327736378e-04,4.194964276393875480e-05,7.516264304285869002e-05,2.206136938184499741e-03,7.131431630114093423e-05
5.300000000000000000e+01,-6.771797537803649902e-01,-3.835651397705078125e+00,3.000000000000000000e+00,1.047160755842924118e-02,1.286152255488559604e-04,1.907113182824105024e-04,1.295010442845523357e-04,9.943743348121643066e-01,1.854132977314293385e-03,6.632328149862587452e-04,8.406001143157482147e-04,1.004520920105278492e-03,3.412860969547182322e-04,4.729409411083906889e-04
5.400000000000000000e+01,-2.751234292984008789e+00,8.727628707885742188e+00,8.000000000000000000e+00,1.050604879856109619e-02,1.484546810388565063e-03,1.671548467129468918e-03,1.277331612072885036e-04,3.377674147486686707e-04,7.485091337002813816e-04,7.038023613858968019e-05,4.636579615180380642e-05,3.944818308809772134e-05,9.952754378318786621e-01,1.983226247830316424e-04
5.500000000000000000e+01,-2.775881290435791016e+00,8.718828201293945312e+00,8.000000000000000000e+00,1.051782909780740738e-02,1.465904060751199722e-03,1.689626486040651798e-03,1.269167696591466665e-04,3.378511173650622368e-04,7.440379122272133827e-04,7.015468872850760818e-05,4.642950079869478941e-05,3.940381066058762372e-05,9.952803254127502441e-01,1.993268379010260105e-04
5.600000000000000000e+01,4.610911369323730469e+00,-1.194211483001708984e+01,7.000000000000000000e+00,1.043855026364326477e-02,3.197655678377486765e-05,2.621870044094976038e-05,7.334731344599276781e-05,1.002275035716593266e-03,2.364067331654950976e-04,1.657490152865648270e-03,5.488849128596484661e-04,9.963202476501464844e-01,3.956769796786829829e-05,6.359850522130727768e-05
5.700000000000000000e+01,4.593862533569335938e+00,-1.199366950988769531e+01,7.000000000000000000e+00,1.036720536649227142e-02,3.190951974829658866e-05,2.627511457831133157e-05,7.302124868147075176e-05,9.953570552170276642e-04,2.345560060348361731e-04,1.631074468605220318e-03,5.559395067393779755e-04,9.963484406471252441e-01,3.953221312258392572e-05,6.389392365235835314e-05
5.800000000000000000e+01,8.056437492370605469e+00,-1.005599212646484375e+01,4.000000000000000000e+00,4.245268646627664566e-04,1.077632303349673748e-03,5.445830756798386574e-04,3.662289120256900787e-03,1.673657447099685669e-02,9.207826107740402222e-03,2.773431837558746338e-01,4.583708010613918304e-03,6.848232746124267578e-01,1.020584721118211746e-03,1.000298536382615566e-03
5.900000000000000000e+01,-3.742393016815185547e+00,-7.461658477783203125e+00,6.000000000000000000e+00,2.643959305714815855e-04,1.910341321490705013e-03,5.565126892179250717e-03,1.920693437568843365e-03,5.248184800148010254e-01,1.247875019907951355e-02,9.670825675129890442e-03,3.608810603618621826e-01,4.267446696758270264e-02,5.206449888646602631e-03,3.487383201718330383e-02
6.000000000000000000e+01,4.588127136230468750e+00,-1.194233131408691406e+01,7.000000000000000000e+00,1.043398305773735046e-02,3.198395279468968511e-05,2.629224036354571581e-05,7.321733573917299509e-05,1.007582293823361397e-03,2.364405518164858222e-04,1.647352240979671478e-03,5.534801748581230640e-04,9.963201284408569336e-01,3.963874041801318526e-05,6.388260226231068373e-05
6.100000000000000000e+01,1.014230823516845703e+01,-5.377231597900390625e+00,3.000000000000000000e+00,1.036490686237812042e-02,1.052214720402844250e-04,2.634310294524766505e-05,6.971745169721543789e-04,6.427002954296767712e-04,1.357874483801424503e-03,9.953650236129760742e-01,8.660580351715907454e-05,1.615234650671482086e-03,6.874535029055550694e-05,3.508949521346949041e-05
6.200000000000000000e+01,-6.773842811584472656e+00,-1.207805538177490234e+01,6.000000000000000000e+00,1.042247656732797623e-02,1.913894084282219410e-05,6.613271398236975074e-05,1.996227911149617285e-05,7.688493351452052593e-04,7.871458365116268396e-05,8.673284901306033134e-05,9.978355765342712402e-01,5.232948460616171360e-04,4.568447184283286333e-05,5.560084828175604343e-04
6.300000000000000000e+01,-1.244972229003906250e+00,-3.609145164489746094e+00,3.000000000000000000e+00,7.845701649785041809e-03,1.707832125248387456e-04,2.963124134112149477e-04,1.582435215823352337e-04,9.929041862487792969e-01,2.196972025558352470e-03,7.172087789513170719e-04,1.182939391583204269e-03,1.098347944207489491e-03,5.013647023588418961e-04,7.735966937616467476e-04
6.400000000000000000e+01,-6.771068096160888672e+00,-1.207604503631591797e+01,6.000000000000000000e+00,1.042934507131576538e-02,1.913522828544955701e-05,6.610774289583787322e-05,1.995953789446502924e-05,7.692904910072684288e-04,7.871911657275632024e-05,8.673909906065091491e-05,9.978352189064025879e-01,5.234550917521119118e-04,4.567581709125079215e-05,5.557198892347514629e-04
6.500000000000000000e+01,1.327395534515380859e+01,4.891333103179931641e+00,2.000000000000000000e+00,1.035145297646522522e-02,9.076413698494434357e-04,2.646700158948078752e-05,9.965324401855468750e-01,1.273872912861406803e-04,1.508937450125813484e-03,6.635033059865236282e-04,2.001495340664405376e-05,7.203994027804583311e-05,1.229364133905619383e-04,1.861021701188292354e-05
6.600000000000000000e+01,-1.097517108917236328e+01,6.803937435150146484e+00,1.000000000000000000e+00,1.038262620568275452e-02,1.060634094756096601e-04,9.965244531631469727e-01,2.726518505369313061e-05,1.856821327237412333e-04,1.136081700678914785e-04,2.702315578062552959e-05,6.693763862131163478e-05,2.616691199364140630e-05,1.712993485853075981e-03,1.209780573844909668e-03
6.700000000000000000e+01,1.328382587432861328e+01,4.880601882934570312e+00,2.000000000000000000e+00,1.033415459096431732e-02,9.040509467013180256e-04,2.646504981385078281e-05,9.965342879295349121e-01,1.275186368729919195e-04,1.507651177234947681e-03,6.663384847342967987e-04,2.004658017540350556e-05,7.223639113362878561e-05,1.227863394888117909e-04,1.862291173893027008e-05
6.800000000000000000e+01,-6.559134125709533691e-01,-3.865944147109985352e+00,3.000000000000000000e+00,1.048096176236867905e-02,1.278853451367467642e-04,1.886844984255731106e-04,1.294425019295886159e-04,9.943701028823852539e-01,1.846818253397941589e-03,6.687605055049061775e-04,8.436439675278961658e-04,1.018711482174694538e-03,3.374817315489053726e-04,4.685606108978390694e-04
6.900000000000000000e+01,4.594768524169921875e+00,-1.194744777679443359e+01,7.000000000000000000e+00,1.043073832988739014e-02,3.196743637090548873e-05,2.626514651637990028e-05,7.321601151488721371e-05,1.004708581604063511e-03,2.361887600272893906e-04,1.648030360229313374e-03,5.523803411051630974e-04,9.963238239288330078e-01,3.960035610361956060e-05,6.379403930623084307e-05
7.000000000000000000e+01,1.325969123840332031e+01,4.897314548492431641e+00,2.000000000000000000e+00,1.038015820086002350e-02,9.103859192691743374e-04,2.645739004947245121e-05,9.965285658836364746e-01,1.273085072170943022e-04,1.512402901425957680e-03,6.613564910367131233e-04,1.998100742639508098e-05,7.185924914665520191e-05,1.230458437930792570e-04,1.859254734881687909e-05
7.100000000000000000e+01,-6.775481224060058594e+00,-1.207652950286865234e+01,6.000000000000000000e+00,1.042235456407070160e-02,1.914083622978068888e-05,6.615862366743385792e-05,1.996172431972809136e-05,7.689272752031683922e-04,7.871731941122561693e-05,8.671575051266700029e-05,9.978352785110473633e-01,5.230118404142558575e-04,4.569521479425020516e-05,5.564282182604074478e-04
7.200000000000000000e+01,-2.763878822326660156e+00,8.746872901916503906e+00,8.000000000000000000e+00,1.049764081835746765e-02,1.481370069086551666e-03,1.678718137554824352e-03,1.273137459065765142e-04,3.358435642439872026e-04,7.429135730490088463e-04,7.010233821347355843e-05,4.625827568816021085e-05,3.931966057280078530e-05,9.952800869941711426e-01,1.981403911486268044e-04
7.300000000000000000e+01,-2.772620201110839844e+00,8.721413612365722656e+00,8.000000000000000000e+00,1.051615364849567413e-02,1.468632020987570286e-03,1.686977106146514416e-03,1.270154898520559072e-04,3.376982349436730146e-04,7.443784270435571671e-04,7.016983727226033807e-05,4.640936094801872969e-05,3.940055466955527663e-05,9.952801465988159180e-01,1.991375611396506429e-04
7.400000000000000000e+01,5.642896652221679688e+00,1.131537628173828125e+01,0.000000000000000000e+00,1.051946915686130524e-02,9.961605668067932129e-01,1.022356736939400434e-04,9.147934615612030029e-04,1.254435046575963497e-04,1.109513454139232635e-03,1.031225474434904754e-04,1.903578777273651212e-05,3.113737693638540804e-05,1.398708671331405640e-03,3.532752816681750119e-05
7.500000000000000000e+01,1.325089550018310547e+01,4.879941940307617188e+00,2.000000000000000000e+00,1.041229441761970520e-02,9.060577722266316414e-04,2.640807906573172659e-05,9.965256452560424805e-01,1.274294336326420307e-04,1.517225755378603935e-03,6.639242637902498245e-04,1.997392428165767342e-05,7.193147030193358660e-05,1.228002656716853380e-04,1.857191455201245844e-05
